longitude,latitude,Years,month,day,magnitude,depth,hour,minute
-71.91,-35.47,1997,3,23,3.1,91,14,34
-71.14,-35.25,1997,3,28,2.9,110,10,41
-71.59,-35.8,1997,3,31,4,141,22,19
-71.59,-36.11,1997,4,2,3.4,164,0,56
-71.62,-35.65,1997,4,6,2.4,131,23,52
-71.4,-35.47,1997,4,9,3.4,120,8,18
-70.57,-35.87,1997,4,10,1.6,216,9,39
-71.09,-35.28,1997,4,10,3.4,125,15,59
-70.08,-35.15,1997,4,12,3.8,154,12,49
-71.19,-35.42,1997,4,16,3.2,120,2,49
-71.71,-36.07,1997,4,22,3.4,132,1,18
-71.06,-35.77,1997,5,4,3.9,1,0,31
-72,-35.68,1997,5,4,3.4,34,20,25
-69.9,-35.84,1997,5,6,3.6,174.6,5,13
-71.43,-35.61,1997,5,14,3.4,114,4,31
-71.28,-37.97,1997,5,14,3.6,65.3,13,41
-71.86,-35.94,1997,5,22,2.4,112,19,30
-71.06,-35.05,1997,5,25,3.2,110,10,0
-71.42,-35.52,1997,6,1,2.8,107,6,6
-70.96,-35.73,1997,6,6,2.9,131,13,35
-71.64,-35.72,1997,6,15,2.8,114,14,58
-71.44,-35.92,1997,6,25,2.9,126,8,34
-71.54,-35.88,1997,7,1,3,128,6,17
-71.09,-35.53,1997,7,3,3,122,10,53
-70.86,-36.14,1997,7,5,3.2,173,19,57
-71.42,-35.31,1997,7,15,3.4,98,22,35
-71.15,-39.05,1997,7,31,3.6,86.5,16,21
-71.7,-35.5,1997,8,12,3.8,34,8,35
-70.77,-36.78,1997,8,14,4.5,176.6,20,23
-71.22,-36.53,1997,8,19,2.7,174,6,10
-70.31,-35.22,1997,8,24,2.4,150,9,15
-70.49,-36.05,1997,8,28,3.9,216,0,9
-70.31,-35.15,1997,8,28,3,148,11,5
-70.88,-35.11,1997,9,8,3.7,94.6,7,55
-71.54,-35.55,1997,9,13,2.9,117,11,22
-71.2,-35.08,1997,9,23,3.4,102,6,49
-71.09,-35.88,1997,10,11,2.4,160,17,47
-70.27,-35.05,1997,10,13,2.8,156,8,15
-70.41,-35.14,1997,10,17,NaN,3,16,44
-70.37,-36.3,1997,10,19,4.9,154.6,10,12
-71.32,-35.34,1997,10,24,3.6,103,20,39
-71.67,-35.52,1997,11,2,3.1,110,14,7
-71.28,-35.26,1997,11,17,3.2,100,0,11
-71.99,-35.31,1997,11,23,3.8,1,12,7
-71.18,-37.5,1997,12,11,3.4,181.1,14,27
-71.2,-35.07,1997,12,28,3,107,16,4
-71.28,-35.06,1998,1,13,3.2,80,14,37
-71.91,-35.26,1998,1,14,3.6,70.9,11,7
-70.35,-35.32,1998,1,19,3.6,174,14,48
-70.37,-36.31,1998,1,21,3.1,209.4,3,26
-71.2,-35.34,1998,1,22,3.2,108.6,15,35
-70.79,-35.67,1998,1,28,4.8,42.4,19,19
-71.62,-35.35,1998,1,29,3.4,75,7,23
-71.12,-35.14,1998,1,30,3.2,104.9,16,3
-71.07,-35.13,1998,2,18,2.8,104.6,0,54
-71.23,-35.5,1998,2,18,3.1,110.5,0,57
-71.77,-36.84,1998,2,25,4,192.3,23,59
-71.64,-35.43,1998,3,1,2.8,100,5,42
-71.58,-35.67,1998,3,3,3.2,121,7,43
-71.44,-35.38,1998,3,5,2.3,101,3,26
-71.31,-35.44,1998,3,16,3.7,113,6,27
-70.66,-35.29,1998,3,31,3.8,1,23,29
-71.63,-35.4,1998,4,1,4,93,18,24
-71.48,-37.19,1998,4,2,4,114,3,59
-71.2,-35.61,1998,4,6,3.4,130.8,9,43
-71.06,-35.04,1998,4,14,2.9,97,4,7
-70.42,-35.09,1998,4,15,2.9,149,2,2
-71.6,-36.4,1998,4,19,3.2,184,9,40
-71.23,-35.17,1998,4,28,3.2,94,20,21
-71.52,-35.54,1998,5,1,4,113,1,44
-70.96,-35.22,1998,5,1,3.1,106,19,36
-71.16,-35.2,1998,5,4,3.1,96.4,22,21
-71.38,-35.64,1998,5,7,3.2,109.2,2,3
-71.81,-36.04,1998,5,13,3.6,117,5,41
-71.84,-35.23,1998,5,13,3.9,14,21,43
-71.52,-35.88,1998,6,5,3.2,123.1,0,28
-71.38,-35.17,1998,6,12,2.3,88,0,43
-71.14,-35.08,1998,6,17,2.9,92,6,1
-71.05,-36.58,1998,6,20,1.6,219,3,11
-71.77,-35.68,1998,6,22,2.7,96.2,4,50
-71.59,-35.32,1998,6,26,3.6,70,18,52
-70.54,-35.24,1998,6,26,3.6,5,23,31
-70.44,-36.2,1998,7,1,2.9,209.4,4,15
-71.96,-36.79,1998,7,1,2.8,116.5,6,38
-71.32,-35.98,1998,7,2,4,160,15,20
-71.55,-35.47,1998,7,10,4,102.8,22,57
-71.41,-36.26,1998,7,12,2.5,182.3,19,0
-71.18,-37.11,1998,7,13,3,209,0,25
-70.94,-35.56,1998,7,18,4.2,0.1,0,43
-71.02,-35.6,1998,7,18,3.8,8,8,28
-71.64,-35.84,1998,7,19,3.1,124,20,0
-71.75,-36.22,1998,7,20,3.4,60,3,42
-72,-36.2,1998,7,25,4.4,9.7,9,42
-71.3,-36.03,1998,8,3,3.6,174.3,1,29
-71.76,-35.82,1998,8,5,3.6,141,4,27
-71.97,-36.17,1998,8,11,4.1,54,1,45
-71.46,-35.42,1998,8,21,3.7,106.6,17,1
-71.56,-35.6,1998,8,23,3.8,117.3,4,1
-71.38,-36.63,1998,8,23,3.2,184,9,31
-71.18,-35.14,1998,8,26,2.7,100.6,5,2
-71.21,-35.08,1998,9,7,3,86.9,11,57
-70.32,-35.28,1998,9,11,3.2,164,19,39
-71.87,-35.91,1998,9,28,3.1,118,12,26
-70.5,-35.18,1998,10,1,3.7,15,4,14
-70.31,-35.01,1998,10,1,3.4,10,12,9
-71.19,-39.97,1998,10,6,4.6,180.7,22,39
-71.42,-35.39,1998,10,15,2.8,103.1,16,26
-71.78,-38.62,1998,10,16,NaN,33,3,24
-71.36,-35.6,1998,10,20,3.2,117.8,6,47
-71.35,-35.82,1998,10,22,2.8,110.5,1,38
-70.99,-35.26,1998,10,25,3.6,107.9,7,51
-71.73,-36.6,1998,10,26,3.9,5,8,25
-71.48,-35.38,1998,10,31,3.4,103.8,10,55
-70.25,-36.04,1998,11,1,2,204,7,22
-71.56,-35.33,1998,11,1,3.8,89,19,29
-71.58,-35.6,1998,11,3,3.2,98.5,20,42
-70.64,-35.95,1998,11,4,2.8,193.8,15,59
-70.22,-35.09,1998,11,15,2.5,145,1,50
-70.41,-35.05,1998,11,19,2.5,151,10,30
-71.38,-35.72,1998,11,22,3.4,134.3,11,58
-71.3,-35.18,1998,11,25,3.2,99,11,15
-71.97,-35.98,1998,11,29,3.1,89,15,50
-71.7,-35.63,1998,11,29,2.4,102,15,59
-69.99,-35.12,1998,12,1,3.2,186,0,56
-69.92,-35.08,1998,12,3,2.1,185,11,8
-71.34,-35.33,1998,12,5,2.8,94.4,3,23
-71.99,-35.02,1998,12,5,3.7,39,15,30
-71.56,-35.58,1998,12,6,2.9,116,14,23
-71.03,-38.27,1998,12,14,6,125.4,16,25
-71.89,-36.29,1998,12,20,3.4,103,1,35
-70.56,-36.87,1998,12,24,4.4,158.7,6,47
-71.29,-35.36,1998,12,25,2.9,111.2,13,30
-71.4,-36.11,1998,12,26,3.2,152,9,10
-71.35,-35.21,1998,12,26,3.6,87,23,0
-71.75,-35.59,1999,1,1,4,96.4,1,2
-71.25,-35.6,1999,1,2,3.7,130.1,7,34
-71.5,-36.15,1999,1,7,3.6,156.8,19,24
-71.45,-35.86,1999,1,9,2.3,132.2,22,34
-71.32,-35.46,1999,1,10,2.9,120.5,13,43
-71.69,-36.32,1999,1,11,4,142.1,17,41
-71.92,-36.26,1999,2,7,3.1,126,6,10
-71.5,-35.55,1999,2,9,4.2,106,21,23
-71.08,-35.07,1999,2,12,3,103.3,0,6
-68.82,-35.03,1999,2,12,3.9,5,2,58
-71.15,-36.28,1999,2,16,2.8,175,5,41
-71.86,-35.28,1999,3,2,3.4,26.3,8,57
-69.7,-35.07,1999,3,7,3.7,7.7,9,50
-69.72,-35.02,1999,3,9,3.6,25.7,19,41
-70.87,-35.88,1999,3,12,4.2,8.7,22,50
-70.77,-35.81,1999,3,13,3.6,6.2,4,3
-71.35,-35.27,1999,3,20,3.2,111.1,10,0
-71.66,-40.01,1999,3,27,5.5,45.9,11,13
-71.01,-35.02,1999,3,30,3.1,97.2,13,8
-70.55,-35.08,1999,4,7,3.8,0.1,4,30
-70.15,-35.06,1999,4,8,4.1,60,16,14
-71.34,-35.54,1999,4,12,2.3,133.4,14,53
-70.75,-39.69,1999,4,14,4.7,154.7,6,3
-71.92,-37.39,1999,4,16,4.2,83.6,10,44
-71.59,-36.8,1999,4,19,3.6,33,5,42
-71.26,-36.43,1999,4,22,3.4,182.7,15,25
-71.39,-35.67,1999,4,28,3.6,108.7,10,14
-70.99,-35.18,1999,4,30,3.2,105.6,16,47
-71.69,-35.3,1999,4,30,3.2,59.9,17,35
-70.95,-35.11,1999,5,12,3.7,112.6,11,45
-71.42,-36.01,1999,5,15,2.7,156,17,13
-71.76,-35.72,1999,5,19,3.8,5,15,44
-70.92,-36.48,1999,5,21,3.2,218.1,2,32
-70.47,-36.79,1999,5,22,5.3,156.1,1,32
-71.28,-36.92,1999,5,23,3.7,33,20,50
-71.31,-35.21,1999,5,24,2.5,99.6,3,21
-71.47,-35.6,1999,5,24,3.6,118.3,20,8
-70.96,-35.37,1999,5,25,3.2,136.3,2,48
-71.79,-35.28,1999,6,1,3.6,44.7,6,55
-71.37,-35.48,1999,6,4,3,103.1,8,18
-70.28,-35.41,1999,6,6,3.4,177.1,14,17
-71.43,-35.06,1999,6,7,3,72.7,23,1
-71.28,-36.05,1999,6,9,3.9,100.9,13,29
-70.33,-35.16,1999,6,12,2.7,161.7,0,29
-71.15,-35.81,1999,6,18,3.1,145.5,0,35
-71.34,-35.65,1999,6,26,3.6,121,8,43
-71.89,-37.49,1999,6,26,4.4,134.9,9,13
-71.33,-35.46,1999,6,27,3.1,110.2,19,9
-71.84,-35.37,1999,7,1,3.1,69.3,3,16
-71.52,-36.05,1999,7,25,3.4,133,10,27
-71.33,-35.06,1999,7,28,3.2,78.5,3,48
-71.61,-35.52,1999,8,18,3.1,94.9,17,12
-68.45,-35.1,1999,8,21,3.6,3.4,10,55
-71.74,-36.75,1999,8,24,3.2,165.1,12,50
-71.51,-35.98,1999,8,28,3.4,107.3,10,25
-71.22,-35.14,1999,8,28,3.4,94.1,21,22
-71.33,-35.23,1999,9,1,2.8,107.7,11,10
-71.73,-35.68,1999,9,3,3.1,69.9,8,55
-71.41,-35.48,1999,9,18,2.5,88.3,1,53
-70.92,-39,1999,9,27,4.4,155.9,10,47
-71.25,-35.13,1999,9,28,3.1,86.7,9,35
-69.53,-35.2,1999,10,4,4.1,180.6,20,22
-70.3,-35.47,1999,10,9,3.2,177.2,5,36
-70.61,-35.03,1999,10,15,2.5,118.8,4,2
-71.96,-35.54,1999,10,25,3.2,29.2,2,50
-71.64,-35.5,1999,10,30,3.2,92.1,9,20
-70.24,-35.15,1999,10,30,3.1,156.5,23,47
-70.93,-35.09,1999,11,8,3.8,127.1,2,27
-71.76,-36.92,1999,11,20,3.7,134.5,23,25
-70.75,-35.14,1999,11,23,3.2,14.4,11,58
-71.42,-37.67,1999,12,9,3.8,247.2,11,58
-71.36,-36.08,1999,12,13,2.9,147.1,6,7
-71.16,-35.02,1999,12,14,3.2,94.1,13,5
-71.14,-35.26,1999,12,17,2.4,101.2,10,56
-71.62,-36.65,1999,12,18,2,114.8,22,42
-71.02,-36.11,1999,12,22,3,204.5,19,58
-71.46,-35.41,1999,12,29,3.1,108.5,0,49
-71.26,-35.45,2000,1,14,3,139.8,19,7
-71.27,-35.21,2000,1,17,3.2,97.2,11,55
-71.61,-35.44,2000,2,25,3.8,94.8,8,18
-71.93,-35.78,2000,2,25,3.2,92.1,11,7
-71.83,-35.61,2000,3,1,3.2,129.7,19,38
-71.45,-40.59,2000,4,5,4.7,131.5,16,2
-71.34,-35.2,2000,4,10,3.1,83.6,10,29
-71.21,-35.17,2000,4,16,3.1,87.1,21,42
-71.66,-35.21,2000,4,23,3.4,34.6,9,53
-71.98,-36.39,2000,5,3,3.1,61.1,20,15
-70.37,-35.82,2000,5,10,3.4,193,15,57
-71.69,-35.2,2000,5,11,4,54.5,10,6
-69.92,-35.39,2000,5,17,3.8,157.9,17,54
-71.17,-35.95,2000,5,18,2.9,120,0,51
-71.56,-37.63,2000,5,21,3.8,83.5,21,59
-69.93,-35.06,2000,5,24,3.8,23.9,0,42
-71.05,-35.38,2000,5,27,2.9,116.3,14,55
-71.45,-35.46,2000,6,3,3.8,44.3,2,54
-70.55,-35.03,2000,6,7,3.9,15.3,9,53
-71.64,-35.42,2000,6,19,2.9,89.3,5,2
-70.28,-35.2,2000,6,27,4.1,14.1,18,51
-70.59,-35.69,2000,6,29,3.7,11.6,16,48
-70.7,-35.02,2000,7,30,3.8,116.1,3,53
-70.97,-35.2,2000,8,6,3.7,92.8,15,12
-71.89,-36.65,2000,8,9,3.6,92.5,5,33
-71.49,-35.69,2000,8,9,2.8,85,11,2
-70.91,-36.33,2000,8,10,2.3,195,1,7
-70.85,-35.41,2000,8,14,3.6,110,19,46
-71.11,-37,2000,8,22,3.9,168.7,9,41
-71.23,-35.17,2000,9,11,3.6,92.4,4,24
-71.66,-35.79,2000,9,19,3.8,5.6,22,48
-71.12,-35.25,2000,9,22,3.4,112,16,38
-70.63,-35,2000,10,12,3.2,128.3,0,23
-71.3,-35.17,2000,10,16,3.4,104,11,29
-70.92,-35.31,2000,10,18,3.2,113.1,3,36
-71.53,-35.61,2000,10,20,3.8,98,20,24
-70.52,-36.56,2000,10,23,4.2,182.9,8,43
-71.8,-35.95,2000,10,24,3.9,81.2,19,16
-71.44,-36.11,2000,11,5,3.7,136.1,3,47
-71.42,-35.52,2000,11,6,2.9,86.7,9,11
-70.13,-35.17,2000,11,12,4,18.6,22,6
-71.13,-35.06,2000,11,17,3.1,112.4,18,27
-71.78,-36.44,2000,11,20,3.2,127.5,7,36
-71.2,-35.42,2000,11,22,3.2,96.7,2,34
-71.31,-35.07,2000,11,26,3,99.2,7,17
-71.2,-35.37,2000,11,26,3.8,113.4,7,54
-71.32,-36.04,2000,12,1,3.6,141.8,2,42
-71.45,-35.01,2000,12,5,3,61.3,13,10
-71.62,-35.88,2000,12,28,3.9,134,22,33
-71.18,-35.26,2000,12,29,3.8,85.2,23,6
-70.43,-35.52,2000,12,30,2.8,186.9,1,26
-71.04,-35.62,2001,1,3,3.2,153,6,19
-70.87,-37.92,2001,1,5,3.2,158.1,12,52
-71.64,-40.43,2001,1,6,4.5,78.9,5,11
-71.45,-37.12,2001,1,7,4,5.1,3,14
-71.3,-36.23,2001,1,22,2.8,141.7,23,28
-71.53,-35.61,2001,1,26,3.2,105.5,0,57
-70.75,-35.62,2001,1,27,3.6,4.1,3,56
-71.6,-35.54,2001,1,30,3.2,115.2,0,51
-71.28,-36.39,2001,2,1,4.9,8.7,5,7
-71.22,-36.36,2001,2,2,3.9,3.3,6,31
-71.49,-35.32,2001,2,5,4,95.4,20,50
-71.88,-36.97,2001,2,7,4.1,28.3,1,47
-71.95,-35.85,2001,2,15,3.2,83.4,15,9
-70.62,-35.42,2001,2,19,3.9,0.1,22,25
-71.54,-35.58,2001,2,22,3,94,12,16
-71.04,-35.05,2001,2,23,3.4,87.2,22,15
-71.13,-35.1,2001,3,8,3.6,97.9,12,4
-69.31,-35.14,2001,3,15,4.9,44,11,6
-70.79,-37.36,2001,3,19,4.8,35.4,22,32
-71.47,-35.29,2001,3,22,3,93.5,8,6
-69.64,-35.16,2001,3,24,3.6,12.1,8,14
-71.4,-35.96,2001,3,26,3.1,144.5,0,8
-71.44,-35.58,2001,3,28,3.2,118.9,6,33
-71.62,-35.69,2001,3,31,3.1,107.3,12,31
-71.54,-37.54,2001,4,10,3.8,132.3,22,54
-70.92,-35.44,2001,4,16,3,122.3,18,9
-71.08,-35.07,2001,4,20,3.6,92,19,53
-71.72,-35.91,2001,4,27,3.1,117.2,1,30
-71.22,-35.24,2001,4,27,3.4,105.6,12,14
-71.67,-35.8,2001,5,3,4,66.7,12,24
-70.6,-35.88,2001,5,11,3.1,191.1,4,44
-71.36,-35.66,2001,5,14,3.6,107.3,2,55
-71.35,-35.59,2001,6,1,3,93.6,14,29
-71.34,-35.33,2001,6,9,3.2,95.6,21,24
-70.79,-35.6,2001,6,12,3,90.5,5,50
-71.56,-35.02,2001,6,15,3.2,46.7,0,2
-71,-35.07,2001,6,17,3.1,99.8,15,22
-71.68,-35.31,2001,6,21,4,53.8,18,8
-70.8,-35.36,2001,6,24,3.7,0.5,0,25
-70.61,-35.38,2001,6,25,3.8,3.1,8,56
-71.03,-37.15,2001,6,29,3.2,158.5,6,43
-71.19,-35.12,2001,7,8,2.9,98.1,19,40
-71.2,-35.05,2001,7,25,3.2,91.9,7,35
-71.01,-35.38,2001,7,31,3.1,114,19,52
-71.97,-35.01,2001,8,1,5,58.4,3,0
-71.18,-35.18,2001,8,1,3.2,100.7,21,0
-70.72,-35.35,2001,8,2,3.4,0.1,19,52
-71.36,-35.54,2001,8,14,2.7,98.7,20,34
-71.09,-35.03,2001,8,15,2.2,97.5,17,1
-71.21,-37.28,2001,8,19,3.2,177.8,10,53
-70.81,-35.77,2001,8,21,3.1,124.3,8,31
-70.43,-35.2,2001,8,21,3.7,6.4,12,1
-71.47,-35.27,2001,8,31,2,102.1,13,16
-71.06,-35.43,2001,9,3,3.2,100.1,16,31
-71.4,-35.46,2001,9,13,3.2,91.7,9,34
-70.57,-36.82,2001,9,17,4,80.7,22,16
-71.14,-35.18,2001,9,22,3.1,102.4,7,59
-71.89,-36.68,2001,9,26,3.2,127.4,9,45
-71.06,-36.14,2001,10,2,3.2,170.2,14,22
-69.77,-35.95,2001,10,3,4,169.8,13,53
-71.15,-35.17,2001,10,6,2.3,102.7,0,46
-71.17,-35.07,2001,10,8,3.2,81.9,2,34
-70.58,-35.14,2001,10,10,3.9,3,2,17
-71.02,-35.47,2001,10,11,3.1,103.8,10,36
-71.92,-35.88,2001,10,13,3.2,91.1,19,53
-71.1,-35.42,2001,10,19,3.2,103.7,14,30
-69.82,-39.99,2001,10,24,4.1,0.1,9,52
-71.12,-35.05,2001,11,1,3.2,85.4,7,27
-71.62,-36.2,2001,11,3,5.1,91.2,1,43
-70.36,-35.44,2001,11,3,3.2,181.5,15,38
-70.75,-35.41,2001,11,3,4,0.1,16,30
-71.24,-35,2001,11,5,4.4,93.8,1,17
-70.48,-35.04,2001,11,7,3.9,163.7,1,3
-70.6,-35.58,2001,11,7,3.8,0.1,23,52
-71.93,-35.86,2001,11,8,3.2,22.2,8,8
-71.4,-36.28,2001,11,14,4.3,0.1,7,48
-69.63,-35.09,2001,11,15,3.8,9.9,13,44
-71.28,-36.78,2001,11,19,3.7,185.9,9,1
-71.14,-35.38,2001,11,20,3.6,105.9,15,50
-71.6,-36.72,2001,11,21,3.8,180.5,7,9
-71.48,-35.61,2001,11,24,3.2,102.2,19,38
-70.33,-35.12,2001,11,30,3.9,15,6,20
-71.49,-35.28,2001,12,1,3.4,70.2,20,46
-71.26,-35.33,2001,12,9,3.8,98.1,2,26
-71.21,-36.4,2001,12,13,4.2,5,12,0
-71.7,-35.58,2001,12,13,4,100.8,20,18
-71.2,-35.31,2001,12,19,3.6,105.6,22,15
-71.09,-36.56,2001,12,22,3.7,5,8,20
-70.31,-35.09,2001,12,24,3,160.8,9,43
-70.54,-35.63,2001,12,27,3.8,33,23,6
-70.53,-35.65,2001,12,28,3.8,31.9,1,15
-71.8,-37.09,2002,1,5,3.3,98.8,1,4
-71.57,-35.55,2002,1,5,3.1,92.5,22,40
-71.84,-35.03,2002,1,6,3.2,55.2,17,8
-70.43,-35.32,2002,1,15,3.6,172,6,34
-71.23,-35.07,2002,1,21,3.7,11.7,11,36
-71.39,-35.57,2002,1,24,3.1,109.6,6,41
-71.93,-35.71,2002,1,25,3.2,75,23,59
-71.02,-36.73,2002,1,28,2.7,170.3,20,7
-71.72,-35.77,2002,2,2,3.4,38.2,2,31
-70.39,-35.02,2002,2,4,4,158.9,10,11
-71.33,-35.32,2002,2,6,3,91,18,25
-71.51,-35.7,2002,2,14,3.1,104.6,5,9
-70.48,-35,2002,2,16,4.1,0.1,6,33
-70.89,-37.35,2002,2,20,3.6,133.5,17,42
-71.31,-35.37,2002,2,22,3.6,105.5,10,47
-71.51,-35.66,2002,2,24,3.2,112,9,44
-71.35,-35.25,2002,2,24,4,98.6,22,54
-71.97,-35.58,2002,2,25,2.8,75.1,11,11
-71.79,-35.24,2002,3,2,2.9,112.7,17,57
-68.32,-35.25,2002,3,2,4,16.2,18,44
-71.54,-35.01,2002,3,5,2.8,55.5,1,46
-71.6,-35.72,2002,3,13,2.7,113.4,18,44
-70.54,-35.34,2002,3,13,4,15,18,59
-71.72,-35.58,2002,3,16,3.8,94,16,9
-71.16,-35.13,2002,3,23,2.9,98.2,16,25
-71.29,-35.04,2002,3,24,3.2,74.4,1,51
-70.83,-35.46,2002,3,24,3.2,125.6,19,50
-71.24,-37.5,2002,3,25,3.8,129.2,0,56
-70.61,-35.97,2002,3,26,3.2,197.7,19,39
-69.04,-35.05,2002,3,27,3.6,6,18,10
-71.95,-35.83,2002,3,27,3.3,93.2,23,18
-71.35,-35.39,2002,3,28,4.1,108.7,0,24
-71.16,-36.4,2002,4,2,3.2,5,12,53
-71.51,-35.49,2002,4,3,3.9,103.8,3,36
-71.83,-35.34,2002,4,5,3.4,85.2,17,29
-71.01,-36.78,2002,4,8,4.7,172.3,1,36
-71.27,-35.11,2002,4,12,3.8,108.9,9,58
-71.89,-35.21,2002,4,15,3.4,20.6,12,48
-71.05,-35.51,2002,4,25,3.3,130.9,1,49
-71.05,-37.25,2002,4,28,4.2,150.6,10,11
-71.53,-36.5,2002,4,30,2.8,153.1,22,33
-71.03,-35.28,2002,5,5,5,100.9,5,53
-71.84,-36.7,2002,5,7,2.5,111.5,1,11
-70.34,-35.04,2002,5,9,3.8,2,9,53
-71.31,-35.03,2002,5,10,4,98.8,16,22
-71.9,-36.37,2002,5,15,3.6,60.9,20,54
-71.98,-35.65,2002,5,16,3.8,100.7,4,44
-71.93,-35.72,2002,5,19,3.6,91.3,21,31
-71.72,-36.11,2002,5,23,3.2,78.8,15,5
-71.42,-35.49,2002,6,11,2.8,105,19,10
-71.15,-37.02,2002,6,14,3.2,160,20,27
-71.93,-36.16,2002,6,23,3.2,97.2,18,24
-71.21,-35.85,2002,6,25,3.2,140,2,47
-70.57,-35.11,2002,6,30,3.6,7.3,10,53
-71.61,-35.33,2002,7,4,3.3,72.1,22,14
-71.34,-35.63,2002,7,7,2.9,117.3,8,23
-71.78,-36.36,2002,7,14,2.9,82.1,9,36
-71.32,-35.6,2002,7,19,3.2,94,5,27
-71.48,-35.1,2002,7,21,2.9,98.5,10,58
-70.3,-35.19,2002,7,26,3.4,170.5,1,6
-71.68,-35.8,2002,7,30,3.3,101.3,9,14
-71.93,-36.6,2002,7,30,2.7,70,20,48
-71.25,-35.66,2002,8,1,3.2,98.5,10,21
-71.78,-35.88,2002,8,15,4,101.8,23,2
-68.12,-35.14,2002,8,16,4.6,5,3,29
-68.23,-35.37,2002,8,17,3.9,18.6,13,40
-71.57,-36.52,2002,8,19,3.4,159.2,13,4
-71.29,-36.18,2002,8,19,3,0.1,19,14
-71.66,-36.74,2002,8,20,2.4,66.9,15,30
-71.4,-35.47,2002,8,22,3.9,116.7,3,16
-70.51,-35.38,2002,8,24,3.8,16.8,10,16
-71.5,-35.47,2002,8,26,3.4,108.5,9,6
-70.34,-35.02,2002,8,29,2.5,3,5,58
-70.24,-35.02,2002,8,30,3,19.7,9,2
-71.44,-35.44,2002,8,30,3.8,103.6,16,19
-70.59,-36.07,2002,9,8,3.7,187.8,8,26
-71.62,-36.79,2002,9,10,3.9,166,5,40
-71.66,-36.11,2002,9,17,3.4,122.3,5,30
-71.27,-35.12,2002,9,28,2.8,101.9,12,11
-70.84,-35.17,2002,9,30,5.3,102.7,13,6
-71.27,-35.84,2002,10,5,3,129.3,1,4
-71.86,-36.11,2002,10,5,3.7,16.5,3,13
-71.8,-35.33,2002,10,13,2.9,81.4,12,58
-71.34,-35.43,2002,10,20,2.7,101.9,1,43
-71.39,-35.78,2002,10,30,4,103.6,22,7
-71.29,-35.35,2002,11,3,3.4,102,4,35
-71.32,-35.36,2002,11,8,3.4,98.6,13,4
-71.75,-35.07,2002,11,11,3.3,68.5,11,51
-71.89,-35.98,2002,11,26,2.7,78.3,6,27
-71.38,-35.57,2002,12,1,3.1,106.7,23,26
-71.52,-35.5,2002,12,8,3.4,107.5,7,34
-71.45,-36.14,2002,12,8,3.4,96.8,8,57
-71.17,-35.51,2002,12,14,3.2,110.6,19,18
-71.35,-35.73,2002,12,21,3.2,106.9,15,34
-71.35,-38.06,2002,12,24,2.9,105.3,10,38
-70.73,-36.82,2002,12,26,4.8,174.6,16,12
-71.96,-37.13,2002,12,28,3.7,119.7,23,37
-71.43,-35.67,2002,12,30,3.7,112,4,28
-71.38,-35.11,2003,1,1,3,63.1,17,22
-70.45,-35.45,2003,1,4,3.4,181.5,6,34
-71.38,-36.24,2003,1,4,2.9,18.4,12,1
-71.77,-36.12,2003,1,20,2.9,64.6,0,4
-71.08,-35.28,2003,1,21,3.6,116.2,12,26
-71.98,-35.35,2003,1,21,2.7,10.4,14,47
-70.26,-35.01,2003,1,29,3.1,0.1,11,15
-71.31,-38.44,2003,1,30,2.9,27.9,6,18
-68.99,-35.03,2003,2,12,3.3,10,9,45
-71.04,-36.07,2003,2,13,2.9,166.6,2,18
-71.87,-37.93,2003,2,13,3.1,149.2,2,28
-71.32,-40.75,2003,2,16,4.4,120,23,53
-71.44,-36.05,2003,2,19,4.2,104.7,17,34
-71.46,-35.5,2003,2,20,3.1,89.9,1,48
-70.7,-36.08,2003,2,21,3.4,167.8,5,24
-71.32,-35.41,2003,2,21,3,102.2,8,7
-71.19,-35.57,2003,2,24,3.2,41.7,20,0
-70.09,-35.82,2003,3,2,3,171.7,0,33
-70.83,-35.66,2003,3,2,2.7,126.1,8,48
-70.09,-35.23,2003,3,5,3,15,12,29
-71.01,-36.3,2003,3,6,3,157,22,42
-70.12,-35.2,2003,3,11,2.8,150,6,36
-71.88,-36.09,2003,3,11,3.2,97.4,18,25
-71.85,-35.8,2003,3,13,3.8,107.8,4,4
-71.38,-35.61,2003,3,22,3.2,105.5,1,16
-71.45,-35.68,2003,3,31,3.4,117.6,0,11
-71.33,-36.28,2003,4,2,3.1,122.1,10,47
-71.33,-35.39,2003,4,2,2.4,93.1,22,51
-70.64,-36.22,2003,4,4,2.8,200.4,8,43
-71.83,-35.08,2003,4,6,3.2,44.1,4,38
-68.75,-35.36,2003,4,6,3.7,0.1,18,12
-70.35,-35.79,2003,4,7,2.9,5,4,48
-71.45,-35.5,2003,4,9,3.1,100,23,35
-71.64,-36.92,2003,4,15,3.7,8.4,13,12
-71.54,-35.62,2003,4,19,3.2,95,20,2
-71.29,-40.36,2003,4,26,4.1,174,18,38
-71.58,-35,2003,4,29,3.2,55.6,14,52
-71.47,-36.26,2003,5,2,3.9,145.4,5,13
-71.15,-35.23,2003,5,6,3,93.4,9,13
-71.77,-40.32,2003,5,8,4.8,100,3,58
-71.56,-36.08,2003,5,15,3.3,134.6,6,22
-71.05,-35.51,2003,5,15,2.5,102.4,13,46
-71.3,-35.34,2003,5,18,2.7,98.5,20,22
-71.66,-37.27,2003,5,20,2.9,144,23,36
-70.31,-35.47,2003,5,21,2.8,174.5,7,16
